PLOT,YEAR,HABITAT,ROW,COLUMN,CODE
9,2016,FLATWOODS,19,3,LICMIC
9,2016,FLATWOODS,19,3,IONLIN
9,2016,FLATWOODS,19,5,ARISTR
9,2016,FLATWOODS,19,6,LICMIC
9,2016,FLATWOODS,19,7,ARISTR
9,2016,FLATWOODS,19,7,TRASMA
9,2016,FLATWOODS,19,9,LICMIC
9,2016,FLATWOODS,19,9,EUPFLO
9,2016,FLATWOODS,20,3,IONLIN
9,2016,FLATWOODS,20,4,XYRELL
9,2016,FLATWOODS,20,5,ARISTR
9,2016,FLATWOODS,20,5,IONLIN
9,2016,FLATWOODS,20,6,LIATEN
9,2016,FLATWOODS,20,7,QUEMIN
9,2016,FLATWOODS,20,8,QUEMIN
9,2016,FLATWOODS,20,9,LICMIC
9,2016,FLATWOODS,21,1,LICMIC
9,2016,FLATWOODS,21,2,ARISTR
9,2016,FLATWOODS,21,2,LICMIC
9,2016,FLATWOODS,21,4,IONLIN
9,2016,FLATWOODS,21,5,IONLIN
9,2016,FLATWOODS,21,6,LIATEN
9,2016,FLATWOODS,21,6,IONLIN
9,2016,FLATWOODS,21,7,ARISTR
9,2016,FLATWOODS,21,8,QUEMIN
9,2016,FLATWOODS,21,10,PITASP
9,2016,FLATWOODS,22,1,ARISTR
9,2016,FLATWOODS,22,1,LIATEN
9,2016,FLATWOODS,22,2,ARISTR
9,2016,FLATWOODS,22,2,LIATEN
9,2016,FLATWOODS,22,4,QUEMIN
9,2016,FLATWOODS,22,5,SCLCIL
9,2016,FLATWOODS,22,5,XYRELL
9,2016,FLATWOODS,22,5,LICMIC
9,2016,FLATWOODS,22,6,XYRELL
9,2016,FLATWOODS,22,7,QUEMIN
9,2016,FLATWOODS,22,7,SCLCIL
9,2016,FLATWOODS,22,8,LIATEN
9,2016,FLATWOODS,22,9,QUEMIN
9,2016,FLATWOODS,22,10,DICSPH
9,2016,FLATWOODS,22,10,XYRELL
9,2016,FLATWOODS,23,1,QUEMIN
9,2016,FLATWOODS,23,2,QUEMIN
9,2016,FLATWOODS,23,2,XYRELL
9,2016,FLATWOODS,23,3,ARIPUR
9,2016,FLATWOODS,23,3,ARISTR
9,2016,FLATWOODS,23,3,LICMIC
9,2016,FLATWOODS,23,4,LICMIC
9,2016,FLATWOODS,23,4,DICSPH
9,2016,FLATWOODS,23,5,XYRELL
9,2016,FLATWOODS,23,5,LICMIC
9,2016,FLATWOODS,23,6,SCLCIL
9,2016,FLATWOODS,23,6,LIATEN
9,2016,FLATWOODS,23,7,LICMIC
9,2016,FLATWOODS,23,7,SCLCIL
9,2016,FLATWOODS,23,9,ARISTR
9,2016,FLATWOODS,24,1,IONLIN
9,2016,FLATWOODS,24,1,QUEMIN
9,2016,FLATWOODS,24,2,QUEMIN
9,2016,FLATWOODS,24,3,ARIPUR
9,2016,FLATWOODS,24,4,ARISTR
9,2016,FLATWOODS,24,4,IONLIN
9,2016,FLATWOODS,24,5,QUEMIN
9,2016,FLATWOODS,24,6,QUEMIN
9,2016,FLATWOODS,24,7,SCLCIL
9,2016,FLATWOODS,24,8,SCLCIL
9,2016,FLATWOODS,25,1,IONLIN
9,2016,FLATWOODS,25,1,LICMIC
9,2016,FLATWOODS,25,2,LICMIC
9,2016,FLATWOODS,25,3,LICMIC
9,2016,FLATWOODS,25,4,TRAURE
9,2016,FLATWOODS,25,4,LIATEN
9,2016,FLATWOODS,25,4,LICMIC
9,2016,FLATWOODS,25,5,TRAURE
9,2016,FLATWOODS,25,6,XYRELL
9,2016,FLATWOODS,25,10,QUEMIN
9,2016,FLATWOODS,26,1,LICMIC
9,2016,FLATWOODS,26,2,LICMIC
9,2016,FLATWOODS,26,4,LIATEN
9,2016,FLATWOODS,26,5,ARISTR
9,2016,FLATWOODS,26,5,SCLCIL
9,2016,FLATWOODS,26,6,QUEMIN
9,2016,FLATWOODS,26,6,LICMIC
9,2016,FLATWOODS,26,7,SCHTEN
9,2016,FLATWOODS,26,7,ARIPUR
9,2016,FLATWOODS,27,1,IONLIN
9,2016,FLATWOODS,27,1,LICMIC
9,2016,FLATWOODS,27,1,QUEMIN
9,2016,FLATWOODS,27,4,SCLCIL
9,2016,FLATWOODS,27,5,LICMIC
9,2016,FLATWOODS,27,5,QUEMIN
9,2016,FLATWOODS,27,5,ARIPUR
9,2016,FLATWOODS,27,6,QUEMIN
9,2016,FLATWOODS,27,8,LICMIC
9,2016,FLATWOODS,27,10,ARISTR
9,2016,FLATWOODS,28,2,STYPAT
9,2016,FLATWOODS,28,3,SCLCIL
9,2016,FLATWOODS,28,5,QUEMIN
9,2016,FLATWOODS,28,6,LIATEN
9,2016,FLATWOODS,28,7,LICMIC
9,2016,FLATWOODS,28,8,LICMIC
9,2016,FLATWOODS,28,9,XYRELL
9,2016,FLATWOODS,29,1,STYPAT
9,2016,FLATWOODS,29,1,LICMIC
9,2016,FLATWOODS,29,1,LIATEN
9,2016,FLATWOODS,29,3,SCLCIL
9,2016,FLATWOODS,29,3,STYPAT
9,2016,FLATWOODS,29,4,SCLCIL
9,2016,FLATWOODS,29,5,QUEMIN
9,2016,FLATWOODS,29,5,ARISTR
9,2016,FLATWOODS,29,6,IONLIN
9,2016,FLATWOODS,29,6,QUEMIN
9,2016,FLATWOODS,29,7,QUEMIN
9,2016,FLATWOODS,29,7,IONLIN
9,2016,FLATWOODS,29,8,LIATEN
9,2016,FLATWOODS,30,1,ARIPUR
9,2016,FLATWOODS,30,1,LICMIC
9,2016,FLATWOODS,30,1,PITOLI
9,2016,FLATWOODS,30,3,LICMIC
9,2016,FLATWOODS,30,5,QUEMIN
9,2016,FLATWOODS,30,6,QUEMIN
9,2016,FLATWOODS,30,7,QUEMIN
9,2016,FLATWOODS,30,7,IONLIN
9,2016,FLATWOODS,30,8,LIATEN
9,2016,FLATWOODS,30,9,LIATEN
9,2016,FLATWOODS,30,9,QUEMIN
9,2016,FLATWOODS,1,5,ARIPUR
10,2012,FLATWOODS,1,1,ARISTR
10,2012,FLATWOODS,1,2,RHYGRA
10,2012,FLATWOODS,1,3,RHYGRA
10,2012,FLATWOODS,1,4,RHYGRA
10,2012,FLATWOODS,1,5,ARISTR
10,2012,FLATWOODS,1,6,ERITOM
10,2012,FLATWOODS,1,7,CYPFIL
10,2012,FLATWOODS,1,8,CYPFIL
10,2012,FLATWOODS,1,10,LIATEN
10,2012,FLATWOODS,2,1,ARISTR
10,2012,FLATWOODS,2,2,LIATEN
10,2012,FLATWOODS,2,2,QUEMIN
10,2012,FLATWOODS,2,3,RHYGRA
10,2012,FLATWOODS,2,4,ARISTR
10,2012,FLATWOODS,2,4,LIAGRA
10,2012,FLATWOODS,2,5,QUEMIN
10,2012,FLATWOODS,2,6,HYPJUN
10,2012,FLATWOODS,2,10,QUEMIN
10,2012,FLATWOODS,3,1,ARISTR
10,2012,FLATWOODS,3,3,RHYGRA
10,2012,FLATWOODS,3,6,DICOVA
10,2012,FLATWOODS,3,7,QUEMIN
10,2012,FLATWOODS,3,8,XYRCAR
10,2012,FLATWOODS,3,9,LICMIC
10,2012,FLATWOODS,3,10,QUEMIN
10,2012,FLATWOODS,4,1,ARISTR
10,2012,FLATWOODS,4,2,LIAGRA
10,2012,FLATWOODS,4,2,HELRAD
10,2012,FLATWOODS,4,3,ARISTR
10,2012,FLATWOODS,4,4,ARISTR
10,2012,FLATWOODS,4,4,LIAGRA
10,2012,FLATWOODS,4,5,ARISTR
10,2012,FLATWOODS,4,6,LIAGRA
10,2012,FLATWOODS,4,7,DIOTER
10,2012,FLATWOODS,4,8,TRASMA
10,2012,FLATWOODS,4,8,DICOVA
10,2012,FLATWOODS,4,9,DICOVA
10,2012,FLATWOODS,4,10,LICMIC
10,2012,FLATWOODS,5,1,RHYGRA
10,2012,FLATWOODS,5,1,ARISTR
10,2012,FLATWOODS,5,2,DICOVA
10,2012,FLATWOODS,5,3,ARISTR
10,2012,FLATWOODS,5,4,LIAGRA
10,2012,FLATWOODS,5,5,BULCIL
10,2012,FLATWOODS,5,6,BULCIL
10,2012,FLATWOODS,5,6,LIAGRA
10,2012,FLATWOODS,5,7,LIAGRA
10,2012,FLATWOODS,5,8,TRASMA
10,2012,FLATWOODS,5,10,TRASMA
10,2012,FLATWOODS,5,10,ARIPUR
10,2012,FLATWOODS,5,10,LIAGRA
10,2012,FLATWOODS,6,1,ARISTR
10,2012,FLATWOODS,6,2,ARISTR
10,2012,FLATWOODS,6,3,BULCIL
10,2012,FLATWOODS,6,4,ARISTR
10,2012,FLATWOODS,6,5,ARISTR
10,2012,FLATWOODS,6,6,ARISTR
10,2012,FLATWOODS,6,7,DICOVA
10,2012,FLATWOODS,6,8,ARISTR
10,2012,FLATWOODS,6,8,QUEMIN
10,2012,FLATWOODS,6,9,QUEMIN
10,2012,FLATWOODS,6,10,QUEMIN
10,2012,FLATWOODS,7,1,ARISTR
10,2012,FLATWOODS,7,2,ARISTR
10,2012,FLATWOODS,7,3,ARISTR
10,2012,FLATWOODS,7,4,ARISTR
10,2012,FLATWOODS,7,5,ARISTR
10,2012,FLATWOODS,7,6,PITASP
10,2012,FLATWOODS,7,7,PITASP
10,2012,FLATWOODS,7,7,ARISTR
10,2012,FLATWOODS,7,8,LIAGRA
10,2012,FLATWOODS,7,9,ARISTR
10,2012,FLATWOODS,7,10,PITASP
10,2012,FLATWOODS,8,1,TRASMA
10,2012,FLATWOODS,8,2,RHYGRA
10,2012,FLATWOODS,8,3,ERITOM
10,2012,FLATWOODS,8,3,RHYGRA
10,2012,FLATWOODS,8,3,LICMIC
10,2012,FLATWOODS,8,4,RHYGRA
10,2012,FLATWOODS,8,4,ARISTR
10,2012,FLATWOODS,8,5,RHYGRA
10,2012,FLATWOODS,8,7,PITASP
10,2012,FLATWOODS,8,8,LIAGRA
10,2012,FLATWOODS,8,9,ARISTR
10,2012,FLATWOODS,8,10,LIAGRA
10,2012,FLATWOODS,8,10,LICMIC
10,2012,FLATWOODS,8,10,RHYGRA
10,2012,FLATWOODS,9,1,LICMIC
10,2012,FLATWOODS,9,2,ARISTR
10,2012,FLATWOODS,9,3,LICMIC
10,2012,FLATWOODS,9,3,LIAGRA
10,2012,FLATWOODS,9,4,LICMIC
10,2012,FLATWOODS,9,5,ARISTR
10,2012,FLATWOODS,9,6,ARISTR
10,2012,FLATWOODS,9,9,RHYGRA
10,2012,FLATWOODS,9,9,TRASMA
10,2012,FLATWOODS,9,9,ARISTR
10,2012,FLATWOODS,9,10,RHYGRA
10,2012,FLATWOODS,10,1,ARIPUR
10,2012,FLATWOODS,10,2,LIAGRA
10,2012,FLATWOODS,10,2,ARISTR
10,2012,FLATWOODS,10,3,LIAGRA
10,2012,FLATWOODS,10,4,LIAGRA
10,2012,FLATWOODS,10,4,LICMIC
10,2012,FLATWOODS,10,5,LICMIC
10,2012,FLATWOODS,10,5,TRASMA
10,2012,FLATWOODS,10,6,DICSPH
10,2012,FLATWOODS,10,7,ARISTR
10,2012,FLATWOODS,10,8,ARISTR
10,2012,FLATWOODS,10,9,ARISTR
10,2012,FLATWOODS,10,9,BULCIL
10,2012,FLATWOODS,11,1,PITASP
10,2012,FLATWOODS,11,1,LIAGRA
10,2012,FLATWOODS,11,2,ARIPUR
10,2012,FLATWOODS,11,2,LICMIC
10,2012,FLATWOODS,11,3,LICMIC
10,2012,FLATWOODS,11,4,LIAGRA
10,2012,FLATWOODS,11,5,LIAGRA
10,2012,FLATWOODS,11,6,ARISTR
10,2012,FLATWOODS,11,6,LIAGRA
10,2012,FLATWOODS,11,7,ARIPUR
10,2012,FLATWOODS,11,8,ARISTR
10,2012,FLATWOODS,12,1,LICMIC
10,2012,FLATWOODS,12,2,LICMIC
10,2012,FLATWOODS,12,2,LIAGRA
10,2012,FLATWOODS,12,3,LIAGRA
10,2012,FLATWOODS,12,4,LIAGRA
10,2012,FLATWOODS,12,4,LICMIC
10,2012,FLATWOODS,12,5,LICMIC
10,2012,FLATWOODS,12,5,LIAGRA
10,2012,FLATWOODS,12,7,ARIPUR
10,2012,FLATWOODS,12,8,LICMIC
10,2012,FLATWOODS,12,8,ARISTR
10,2012,FLATWOODS,12,9,RHYGRA
10,2012,FLATWOODS,13,1,LIAGRA
10,2012,FLATWOODS,13,2,LIAGRA
10,2012,FLATWOODS,13,3,LIAGRA
10,2012,FLATWOODS,13,3,LICMIC
10,2012,FLATWOODS,13,3,ARISTR
10,2012,FLATWOODS,13,4,QUEMIN
10,2012,FLATWOODS,13,4,PITOLI
10,2012,FLATWOODS,13,4,ARISTR
10,2012,FLATWOODS,13,4,LIAGRA
10,2012,FLATWOODS,13,5,LICMIC
10,2012,FLATWOODS,13,7,PITASP
10,2012,FLATWOODS,13,7,QUEMIN
10,2012,FLATWOODS,13,9,LICMIC
10,2012,FLATWOODS,13,10,RHYGRA
10,2012,FLATWOODS,14,1,LIAGRA
10,2012,FLATWOODS,14,3,LIATEN
10,2012,FLATWOODS,14,5,ARISTR
10,2012,FLATWOODS,14,5,PITASP
10,2012,FLATWOODS,14,8,LICMIC
10,2012,FLATWOODS,14,9,LICMIC
10,2012,FLATWOODS,14,10,QUEMIN
10,2012,FLATWOODS,14,10,LIAGRA
10,2012,FLATWOODS,15,1,ARIPUR
10,2012,FLATWOODS,15,4,LIAGRA
10,2012,FLATWOODS,15,5,QUEMIN
10,2012,FLATWOODS,15,8,LIAGRA
10,2012,FLATWOODS,15,10,LIAGRA
10,2012,FLATWOODS,15,10,ARISTR
10,2012,FLATWOODS,16,1,QUEMIN
10,2012,FLATWOODS,16,2,QUEMIN
10,2012,FLATWOODS,16,4,LICMIC
10,2012,FLATWOODS,16,4,QUEMIN
10,2012,FLATWOODS,16,8,LICMIC
10,2012,FLATWOODS,16,9,LIAGRA
10,2012,FLATWOODS,17,1,ARISTR
10,2012,FLATWOODS,17,2,ARISTR
10,2012,FLATWOODS,17,2,LICMIC
10,2012,FLATWOODS,17,3,ARIPUR
10,2012,FLATWOODS,17,4,LIATEN
10,2012,FLATWOODS,17,4,LICMIC
10,2012,FLATWOODS,17,5,RHYGRA
10,2012,FLATWOODS,17,6,RHYGRA
10,2012,FLATWOODS,17,6,TRAURE
10,2012,FLATWOODS,17,7,LIAGRA
10,2012,FLATWOODS,17,10,DICSPH
10,2012,FLATWOODS,18,1,QUEMIN
10,2012,FLATWOODS,18,1,LIATEN
10,2012,FLATWOODS,18,1,ARISTR
10,2012,FLATWOODS,18,1,LICMIC
10,2012,FLATWOODS,18,2,LICMIC
10,2012,FLATWOODS,18,3,ARIPUR
10,2012,FLATWOODS,18,4,ARIPUR
10,2012,FLATWOODS,18,4,LICMIC
10,2012,FLATWOODS,18,4,QUEMIN
10,2012,FLATWOODS,18,6,RHYGRA
10,2012,FLATWOODS,18,7,SCLCIL
10,2012,FLATWOODS,18,8,ARISTR
10,2012,FLATWOODS,18,8,LIAGRA
10,2012,FLATWOODS,18,9,LICMIC
10,2012,FLATWOODS,18,9,LIAGRA
10,2012,FLATWOODS,18,10,LICMIC
10,2012,FLATWOODS,18,10,DICSPH
10,2012,FLATWOODS,19,1,LIAGRA
10,2012,FLATWOODS,19,2,LIAGRA
10,2012,FLATWOODS,19,6,LIAGRA
10,2012,FLATWOODS,19,6,LICMIC
10,2012,FLATWOODS,19,7,LICMIC
10,2012,FLATWOODS,19,7,DICOVA
10,2012,FLATWOODS,19,7,LIAGRA
10,2012,FLATWOODS,19,7,ARISTR
10,2012,FLATWOODS,19,9,LIAGRA
10,2012,FLATWOODS,20,1,LIAGRA
10,2012,FLATWOODS,20,1,LICMIC
10,2012,FLATWOODS,20,2,LIAGRA
10,2012,FLATWOODS,20,3,LICMIC
10,2012,FLATWOODS,20,4,QUEMIN
10,2012,FLATWOODS,20,5,LIAGRA
10,2012,FLATWOODS,20,5,ARISTR
10,2012,FLATWOODS,20,7,QUEMIN
10,2012,FLATWOODS,20,7,LIAGRA
10,2012,FLATWOODS,20,8,QUEMIN
10,2012,FLATWOODS,20,8,LIAGRA
10,2012,FLATWOODS,20,9,QUEMIN
10,2012,FLATWOODS,20,10,ARISTR
10,2012,FLATWOODS,21,1,LICMIC
10,2012,FLATWOODS,21,2,ARISTR
10,2012,FLATWOODS,21,4,QUEMIN
10,2012,FLATWOODS,21,4,POLPRO
10,2012,FLATWOODS,21,5,POLPRO
10,2012,FLATWOODS,21,5,QUEMIN
10,2012,FLATWOODS,21,5,LIAGRA
10,2012,FLATWOODS,21,7,QUEMIN
10,2012,FLATWOODS,21,9,QUEMIN
10,2012,FLATWOODS,22,1,ARISTR
10,2012,FLATWOODS,22,2,QUEMIN
10,2012,FLATWOODS,22,2,LIAGRA
10,2012,FLATWOODS,22,3,BULCIL
10,2012,FLATWOODS,22,3,LICMIC
10,2012,FLATWOODS,22,4,LICMIC
10,2012,FLATWOODS,22,4,LIAGRA
10,2012,FLATWOODS,22,5,POLPRO
10,2012,FLATWOODS,22,6,LICMIC
10,2012,FLATWOODS,22,7,QUEMIN
10,2012,FLATWOODS,22,8,LIAGRA
10,2012,FLATWOODS,22,9,QUEMIN
10,2012,FLATWOODS,22,10,LIAGRA
10,2012,FLATWOODS,23,1,QUEMIN
10,2012,FLATWOODS,23,2,LIAGRA
10,2012,FLATWOODS,23,3,ARIPUR
10,2012,FLATWOODS,23,4,DICOVA
10,2012,FLATWOODS,23,5,LIAGRA
10,2012,FLATWOODS,23,6,LIAGRA
10,2012,FLATWOODS,23,7,LIAGRA
10,2012,FLATWOODS,23,9,ARISTR
10,2012,FLATWOODS,23,9,SCLTRI
10,2012,FLATWOODS,24,1,QUEMIN
10,2012,FLATWOODS,24,1,POLPRO
10,2012,FLATWOODS,24,2,QUEMIN
10,2012,FLATWOODS,24,3,LIAGRA
10,2012,FLATWOODS,24,3,ARIPUR
10,2012,FLATWOODS,24,4,LIAGRA
10,2012,FLATWOODS,24,5,QUEMIN
10,2012,FLATWOODS,24,8,SCLTRI
10,2012,FLATWOODS,24,10,LIAGRA
10,2012,FLATWOODS,25,1,POLPRO
10,2012,FLATWOODS,25,3,QUEMIN
10,2012,FLATWOODS,25,4,LICMIC
10,2012,FLATWOODS,25,6,LICMIC
10,2012,FLATWOODS,25,10,QUEMIN
10,2012,FLATWOODS,25,10,LIAGRA
10,2012,FLATWOODS,26,1,LICMIC
10,2012,FLATWOODS,26,2,BULCIL
10,2012,FLATWOODS,26,2,LIAGRA
10,2012,FLATWOODS,26,2,LICMIC
10,2012,FLATWOODS,26,3,LIAGRA
10,2012,FLATWOODS,26,4,LIAGRA
10,2012,FLATWOODS,26,4,BULCIL
10,2012,FLATWOODS,26,5,BULCIL
10,2012,FLATWOODS,26,6,LICMIC
10,2012,FLATWOODS,26,6,QUEMIN
10,2012,FLATWOODS,26,6,ARIPUR
10,2012,FLATWOODS,26,7,ARIPUR
10,2012,FLATWOODS,26,9,LIAGRA
10,2012,FLATWOODS,26,10,LIAGRA
10,2012,FLATWOODS,27,1,POLPRO
10,2012,FLATWOODS,27,1,LIAGRA
10,2012,FLATWOODS,27,2,LIAGRA
10,2012,FLATWOODS,27,2,BULCIL
10,2012,FLATWOODS,27,2,LICMIC
10,2012,FLATWOODS,27,4,LIAGRA
10,2012,FLATWOODS,27,4,QUEMIN
10,2012,FLATWOODS,27,4,SCLTRI
10,2012,FLATWOODS,27,5,ARISTR
10,2012,FLATWOODS,27,5,LICMIC
10,2012,FLATWOODS,27,6,QUEMIN
10,2012,FLATWOODS,27,6,ARIPUR
10,2012,FLATWOODS,27,6,LIAGRA
10,2012,FLATWOODS,27,7,DICSPH
10,2012,FLATWOODS,27,7,ARIPUR
10,2012,FLATWOODS,27,8,LICMIC
10,2012,FLATWOODS,27,10,ARISTR
10,2012,FLATWOODS,27,10,LIAGRA
10,2012,FLATWOODS,28,1,QUEMIN
10,2012,FLATWOODS,28,2,LIAGRA
10,2012,FLATWOODS,28,3,ARISTR
10,2012,FLATWOODS,28,3,SCLCIL
10,2012,FLATWOODS,28,4,ARISTR
10,2012,FLATWOODS,28,4,LICMIC
10,2012,FLATWOODS,28,5,LICMIC
10,2012,FLATWOODS,28,5,QUEMIN
10,2012,FLATWOODS,28,6,LIAGRA
10,2012,FLATWOODS,28,6,ARIPUR
10,2012,FLATWOODS,28,7,LICMIC
10,2012,FLATWOODS,28,8,LICMIC
10,2012,FLATWOODS,29,1,LIAGRA
10,2012,FLATWOODS,29,3,LIAGRA
10,2012,FLATWOODS,29,3,STYPAT
10,2012,FLATWOODS,29,3,SCLCIL
10,2012,FLATWOODS,29,5,ARISTR
10,2012,FLATWOODS,29,5,POLPRO
10,2012,FLATWOODS,29,6,POLPRO
10,2012,FLATWOODS,29,6,QUEMIN
10,2012,FLATWOODS,29,7,QUEMIN
10,2012,FLATWOODS,29,8,LIAGRA
10,2012,FLATWOODS,29,9,LIAGRA
10,2012,FLATWOODS,29,10,LIAGRA
10,2012,FLATWOODS,30,1,LICMIC
10,2012,FLATWOODS,30,4,LICMIC
10,2012,FLATWOODS,30,5,QUEMIN
10,2012,FLATWOODS,30,5,LIAGRA
10,2012,FLATWOODS,30,6,STYPAT
10,2012,FLATWOODS,30,7,QUEMIN
10,2012,FLATWOODS,30,8,LIAGRA
10,2012,FLATWOODS,30,9,QUEMIN
10,2012,FLATWOODS,30,10,LIAGRA
10,2013,FLATWOODS,1,1,LIATEN
10,2013,FLATWOODS,1,1,ARISTR
10,2013,FLATWOODS,1,2,ARISTR
10,2013,FLATWOODS,1,3,DICOVA
10,2013,FLATWOODS,1,3,SCHTEN
10,2013,FLATWOODS,1,4,SCHTEN
10,2013,FLATWOODS,1,4,PITASP
10,2013,FLATWOODS,1,5,LIATEN
10,2013,FLATWOODS,1,5,QUEMIN
10,2013,FLATWOODS,1,6,QUEMIN
10,2013,FLATWOODS,1,6,LECSES
10,2013,FLATWOODS,1,7,QUEMIN
10,2013,FLATWOODS,1,7,LIATEN
10,2013,FLATWOODS,1,8,PITASP
10,2013,FLATWOODS,1,10,CNISTI
10,2013,FLATWOODS,2,1,SCLCIL
10,2013,FLATWOODS,2,1,LIATEN
10,2013,FLATWOODS,2,2,LIATEN
10,2013,FLATWOODS,2,2,ARIPUR
10,2013,FLATWOODS,2,2,CNISTI
10,2013,FLATWOODS,2,2,STYPAT
10,2013,FLATWOODS,2,3,ARIPUR
10,2013,FLATWOODS,2,4,ARIPUR
10,2013,FLATWOODS,2,5,ARIPUR
10,2013,FLATWOODS,2,5,QUEMIN
10,2013,FLATWOODS,2,6,QUEMIN
10,2013,FLATWOODS,2,6,DICOVA
10,2013,FLATWOODS,2,9,LECSES
10,2013,FLATWOODS,3,1,LIATEN
10,2013,FLATWOODS,3,2,LIATEN
10,2013,FLATWOODS,3,2,ARIPUR
10,2013,FLATWOODS,3,3,ARIPUR
10,2013,FLATWOODS,3,4,ARIPUR
10,2013,FLATWOODS,3,5,ARIPUR
10,2013,FLATWOODS,3,6,ARIPUR
10,2013,FLATWOODS,3,7,ARIPUR
10,2013,FLATWOODS,3,7,PITASP
10,2013,FLATWOODS,4,2,ARISTR
10,2013,FLATWOODS,4,3,LIATEN
10,2013,FLATWOODS,4,3,ARIPUR
10,2013,FLATWOODS,4,4,ARIPUR
10,2013,FLATWOODS,4,4,STYPAT
10,2013,FLATWOODS,4,5,LIATEN
10,2013,FLATWOODS,4,6,ARIPUR
10,2013,FLATWOODS,4,7,ARIPUR
10,2013,FLATWOODS,4,8,DICOVA
10,2013,FLATWOODS,4,10,LIATEN
10,2013,FLATWOODS,4,10,CNISTI
10,2013,FLATWOODS,5,1,LIATEN
10,2013,FLATWOODS,5,3,RHYGRA
10,2013,FLATWOODS,5,4,RHYGRA
10,2013,FLATWOODS,5,5,ARIPUR
10,2013,FLATWOODS,5,6,ARIPUR
10,2013,FLATWOODS,5,7,ARIPUR
10,2013,FLATWOODS,5,7,LIATEN
10,2013,FLATWOODS,5,9,ARIPUR
10,2013,FLATWOODS,5,10,LIATEN
10,2013,FLATWOODS,6,1,ARIPUR
10,2013,FLATWOODS,6,3,RHYGRA
10,2013,FLATWOODS,6,4,ARIPUR
10,2013,FLATWOODS,6,5,ARISTR
10,2013,FLATWOODS,6,6,ARISTR
10,2013,FLATWOODS,6,7,LIATEN
10,2013,FLATWOODS,7,1,ARIMOH
10,2013,FLATWOODS,7,2,RHYGRA
10,2013,FLATWOODS,7,3,RHYGRA
10,2013,FLATWOODS,7,4,DICOVA
10,2013,FLATWOODS,7,5,LIATEN
10,2013,FLATWOODS,7,6,ARIPUR
10,2013,FLATWOODS,7,7,ARIPUR
10,2013,FLATWOODS,7,9,ARIPUR
10,2013,FLATWOODS,7,10,ARIPUR
10,2013,FLATWOODS,8,1,ARIPUR
10,2013,FLATWOODS,8,2,ARIPUR
10,2013,FLATWOODS,8,3,LIATEN
10,2013,FLATWOODS,8,4,LIATEN
10,2013,FLATWOODS,8,5,ARISTR
10,2013,FLATWOODS,8,6,ARISTR
10,2013,FLATWOODS,8,7,ARIPUR
10,2013,FLATWOODS,8,7,ERITOM
10,2013,FLATWOODS,8,8,ARIPUR
10,2013,FLATWOODS,8,9,ARISTR
10,2013,FLATWOODS,8,10,ARIMOH
10,2013,FLATWOODS,9,1,LIATEN
10,2013,FLATWOODS,9,2,ARIMOH
10,2013,FLATWOODS,9,3,ARISTR
10,2013,FLATWOODS,9,7,ARISTR
10,2013,FLATWOODS,9,8,ARIPUR
10,2013,FLATWOODS,9,8,LIATEN
10,2013,FLATWOODS,9,10,ARIPUR
10,2013,FLATWOODS,10,1,ARIPUR
10,2013,FLATWOODS,10,2,ARIPUR
10,2013,FLATWOODS,10,3,ARIMOH
10,2013,FLATWOODS,10,3,LIATEN
10,2013,FLATWOODS,10,4,ARISTR
10,2013,FLATWOODS,10,5,ARISTR
10,2013,FLATWOODS,10,6,ARISTR
10,2013,FLATWOODS,10,7,LIATEN
10,2013,FLATWOODS,10,8,ARIPUR
10,2013,FLATWOODS,11,1,ARIMOH
10,2013,FLATWOODS,11,2,ARIMOH
10,2013,FLATWOODS,11,2,LIATEN
10,2013,FLATWOODS,11,3,PITASP
10,2013,FLATWOODS,11,3,LIATEN
10,2013,FLATWOODS,11,4,LIATEN
10,2013,FLATWOODS,11,4,ARISTR
10,2013,FLATWOODS,11,5,ARISTR
10,2013,FLATWOODS,11,5,LIATEN
10,2013,FLATWOODS,11,10,ARIPUR
10,2013,FLATWOODS,12,1,BULCIL
10,2013,FLATWOODS,12,2,ARIPUR
10,2013,FLATWOODS,12,2,LIATEN
10,2013,FLATWOODS,12,3,SCHTEN
10,2013,FLATWOODS,12,4,PITASP
10,2013,FLATWOODS,12,5,DICOVA
10,2013,FLATWOODS,12,5,LIATEN
10,2013,FLATWOODS,12,6,BULCIL
10,2013,FLATWOODS,12,7,ARIPUR
10,2013,FLATWOODS,12,7,CNISTI
10,2013,FLATWOODS,12,7,STYPAT
10,2013,FLATWOODS,12,8,BULCIL
10,2013,FLATWOODS,12,9,LIATEN
10,2013,FLATWOODS,12,9,ARISTR
10,2013,FLATWOODS,12,10,ARISTR
10,2013,FLATWOODS,13,1,ARISTR
10,2013,FLATWOODS,13,2,ARISTR
10,2013,FLATWOODS,13,3,LIATEN
10,2013,FLATWOODS,13,4,BULCIL
10,2013,FLATWOODS,13,5,BULCIL
10,2013,FLATWOODS,13,6,BULCIL
10,2013,FLATWOODS,13,7,CNISTI
10,2013,FLATWOODS,13,7,STYPAT
10,2013,FLATWOODS,13,8,ARISTR
10,2013,FLATWOODS,13,9,ARISTR
10,2013,FLATWOODS,13,10,ARISTR
10,2013,FLATWOODS,14,1,ARISTR
10,2013,FLATWOODS,14,2,ARISTR
10,2013,FLATWOODS,14,4,BULCIL
10,2013,FLATWOODS,14,4,STYPAT
10,2013,FLATWOODS,14,5,BULCIL
